id_poliza,segmento,mult_freq,n_siniestros_DM,siniestro_DM,n_siniestros_Robo,siniestro_Robo,n_siniestros_RC,siniestro_RC,siniestro_total,prima_DM_comercial,prima_Robo_comercial,prima_RC_comercial,prima_total,LR
50,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
51,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
52,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
53,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
54,Estándar,1.0,0,0.0,1,13461.349688359667,0,0.0,13461.349688359667,1365.0,780.0,1872.0,4017.0,3.3510952672042986
55,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
56,Alto riesgo,1.5,1,37503.852860439336,0,0.0,0,0.0,37503.852860439336,2047.5000000000005,1170.0,2808.0,6025.5,6.224189338717009
57,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
58,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
59,Alto riesgo,1.5,0,0.0,0,0.0,1,31969.717695720105,31969.717695720105,2047.5000000000005,1170.0,2808.0,6025.5,5.305736900791653
60,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
61,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
62,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
63,Estándar,1.0,1,20296.09423143231,0,0.0,0,0.0,20296.09423143231,1365.0,780.0,1872.0,4017.0,5.05255021942552
64,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
65,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
66,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
67,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
68,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
69,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
70,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
71,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
72,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
73,Estándar,1.0,1,8348.165266159025,0,0.0,0,0.0,8348.165266159025,1365.0,780.0,1872.0,4017.0,2.0782089285932352
74,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
75,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
76,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
77,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
78,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
79,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
80,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
81,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
82,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
83,Bajo riesgo,0.7,0,0.0,0,0.0,1,7231.940269956856,7231.940269956856,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,2.571905213541327
84,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
85,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
86,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
87,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
88,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
89,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
90,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
91,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
92,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
93,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
94,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
95,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
96,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
97,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
98,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
99,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
100,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
101,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
102,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
103,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
104,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
105,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
106,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
107,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
108,Bajo riesgo,0.7,0,0.0,0,0.0,1,33921.88614944638,33921.88614944638,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,12.063688662273332
109,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
110,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
111,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
112,Alto riesgo,1.5,1,11970.141476089608,0,0.0,0,0.0,11970.141476089608,2047.5000000000005,1170.0,2808.0,6025.5,1.9865806117483376
113,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
114,Bajo riesgo,0.7,0,0.0,0,0.0,1,42163.64495914642,42163.64495914642,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,14.994717080673716
115,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
116,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
117,Estándar,1.0,0,0.0,0,0.0,1,32569.929683090526,32569.929683090526,1365.0,780.0,1872.0,4017.0,8.108023321655596
118,Bajo riesgo,0.7,0,0.0,0,0.0,1,9345.15170360247,9345.15170360247,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,3.323429604040852
119,Alto riesgo,1.5,0,0.0,0,0.0,1,29600.96835446033,29600.96835446033,2047.5000000000005,1170.0,2808.0,6025.5,4.912616107287416
120,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
121,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
122,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
123,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
124,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
125,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
126,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
127,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
128,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
129,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
130,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
131,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
132,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
133,Bajo riesgo,0.7,0,0.0,0,0.0,1,22635.278272859377,22635.278272859377,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,8.049816235591372
134,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
135,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
136,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
137,Bajo riesgo,0.7,0,0.0,1,18771.563195190858,0,0.0,18771.563195190858,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,6.675757742163968
138,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
139,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
140,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
141,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
142,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
143,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
144,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
145,Estándar,1.0,0,0.0,0,0.0,1,6553.309153441396,6553.309153441396,1365.0,780.0,1872.0,4017.0,1.631393864436494
146,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
147,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
148,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
149,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
150,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
151,Estándar,1.0,0,0.0,0,0.0,1,21964.687983151674,21964.687983151674,1365.0,780.0,1872.0,4017.0,5.467933279350678
152,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
153,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
154,Bajo riesgo,0.7,0,0.0,0,0.0,1,21681.914310699165,21681.914310699165,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,7.710770052526465
155,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
156,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
157,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
158,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
159,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
160,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
161,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
162,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
163,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
164,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
165,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
166,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
167,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
168,Alto riesgo,1.5,0,0.0,0,0.0,1,14975.011161651846,14975.011161651846,2047.5000000000005,1170.0,2808.0,6025.5,2.4852727842754705
169,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
170,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
171,Estándar,1.0,1,16546.770310447853,0,0.0,0,0.0,16546.770310447853,1365.0,780.0,1872.0,4017.0,4.119186036954905
172,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
173,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
174,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
175,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
176,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
177,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
178,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
179,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
180,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
181,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
182,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
183,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
184,Bajo riesgo,0.7,0,0.0,0,0.0,1,19638.948990651996,19638.948990651996,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,6.984227387407802
185,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
186,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
187,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
188,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
189,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
190,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
191,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
192,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
193,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
194,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
195,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
196,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
197,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
198,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
199,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
200,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
201,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
202,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
203,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
204,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
205,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
206,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
207,Alto riesgo,1.5,0,0.0,0,0.0,0,0.0,0.0,2047.5000000000005,1170.0,2808.0,6025.5,0.0
208,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
209,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
210,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
211,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
212,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
213,Bajo riesgo,0.7,0,0.0,0,0.0,0,0.0,0.0,955.4999999999999,546.0,1310.3999999999999,2811.8999999999996,0.0
214,Estándar,1.0,0,0.0,0,0.0,0,0.0,0.0,1365.0,780.0,1872.0,4017.0,0.0
215,Estándar,1.0,2,120561.87725929156,0,0.0,0,0.0,120561.87725929156,1365.0,780.0,1872.0,4017.0,30.01291442850176
